,1,2,3,4,5
mean_test_score,0.7012710473242344,0.6973969326016605,0.6964213686037241,0.695483326298016,0.6935275080906149
param_svc__gamma,0.01,0.001,0.01,0.01,0.1
param_svc__C,10.0,1000.0,1000.0,100.0,10.0
param_svc__class_weight,,,,,
mean_fit_time,0.1943427085876465,0.23455686569213868,0.513556718826294,0.30289711952209475,0.2215269088745117
